sphnx0508.sdcc.bnl.gov
rsyncing from /gpfs/mnt/gpfs02/sphenix/user/samfred/run25/ppg11/histmaking
entry 615000/8216337 (7.48509%)
entry 616000/8216337 (7.49726%)
entry 620000/8216337 (7.54594%)
entry 622000/8216337 (7.57028%)
entry 628000/8216337 (7.64331%)
entry 630000/8216337 (7.66765%)
entry 633000/8216337 (7.70416%)
entry 634000/8216337 (7.71633%)
entry 639000/8216337 (7.77719%)
entry 641000/8216337 (7.80153%)
entry 643000/8216337 (7.82587%)
entry 661000/8216337 (8.04495%)
entry 676000/8216337 (8.22751%)
entry 677000/8216337 (8.23968%)
entry 682000/8216337 (8.30054%)
entry 683000/8216337 (8.31271%)
entry 685000/8216337 (8.33705%)
entry 693000/8216337 (8.43442%)
entry 695000/8216337 (8.45876%)
entry 696000/8216337 (8.47093%)
entry 697000/8216337 (8.4831%)
entry 700000/8216337 (8.51961%)
entry 702000/8216337 (8.54395%)
entry 708000/8216337 (8.61698%)
entry 714000/8216337 (8.69%)
entry 715000/8216337 (8.70217%)
entry 718000/8216337 (8.73869%)
entry 722000/8216337 (8.78737%)
entry 723000/8216337 (8.79954%)
entry 724000/8216337 (8.81171%)
entry 731000/8216337 (8.89691%)
entry 732000/8216337 (8.90908%)
entry 734000/8216337 (8.93342%)
entry 739000/8216337 (8.99428%)
entry 741000/8216337 (9.01862%)
entry 744000/8216337 (9.05513%)
entry 745000/8216337 (9.0673%)
entry 751000/8216337 (9.14033%)
entry 755000/8216337 (9.18901%)
entry 761000/8216337 (9.26204%)
entry 763000/8216337 (9.28638%)
entry 764000/8216337 (9.29855%)
entry 768000/8216337 (9.34723%)
entry 769000/8216337 (9.3594%)
entry 770000/8216337 (9.37157%)
entry 776000/8216337 (9.4446%)
entry 777000/8216337 (9.45677%)
entry 783000/8216337 (9.52979%)
entry 788000/8216337 (9.59065%)
entry 791000/8216337 (9.62716%)
entry 793000/8216337 (9.6515%)
entry 799000/8216337 (9.72453%)
entry 803000/8216337 (9.77321%)
entry 811000/8216337 (9.87058%)
entry 819000/8216337 (9.96795%)
entry 820000/8216337 (9.98012%)
entry 823000/8216337 (10.0166%)
entry 824000/8216337 (10.0288%)
entry 828000/8216337 (10.0775%)
entry 831000/8216337 (10.114%)
entry 835000/8216337 (10.1627%)
entry 837000/8216337 (10.187%)
entry 846000/8216337 (10.2966%)
entry 849000/8216337 (10.3331%)
entry 850000/8216337 (10.3452%)
entry 851000/8216337 (10.3574%)
entry 854000/8216337 (10.3939%)
entry 857000/8216337 (10.4304%)
entry 859000/8216337 (10.4548%)
entry 860000/8216337 (10.467%)
entry 863000/8216337 (10.5035%)
entry 865000/8216337 (10.5278%)
entry 879000/8216337 (10.6982%)
entry 880000/8216337 (10.7104%)
entry 881000/8216337 (10.7225%)
entry 882000/8216337 (10.7347%)
entry 883000/8216337 (10.7469%)
entry 884000/8216337 (10.7591%)
entry 886000/8216337 (10.7834%)
entry 891000/8216337 (10.8442%)
entry 896000/8216337 (10.9051%)
entry 898000/8216337 (10.9294%)
entry 899000/8216337 (10.9416%)
entry 904000/8216337 (11.0025%)
entry 909000/8216337 (11.0633%)
entry 913000/8216337 (11.112%)
entry 924000/8216337 (11.2459%)
entry 926000/8216337 (11.2702%)
entry 929000/8216337 (11.3067%)
entry 938000/8216337 (11.4163%)
entry 940000/8216337 (11.4406%)
entry 950000/8216337 (11.5623%)
entry 956000/8216337 (11.6354%)
entry 964000/8216337 (11.7327%)
entry 968000/8216337 (11.7814%)
entry 970000/8216337 (11.8057%)
entry 980000/8216337 (11.9275%)
entry 984000/8216337 (11.9761%)
entry 986000/8216337 (12.0005%)
entry 987000/8216337 (12.0127%)
entry 990000/8216337 (12.0492%)
entry 992000/8216337 (12.0735%)
entry 994000/8216337 (12.0978%)
entry 1000000/8216337 (12.1709%)
entry 1001000/8216337 (12.183%)
entry 1007000/8216337 (12.2561%)
entry 1008000/8216337 (12.2682%)
entry 1009000/8216337 (12.2804%)
entry 1010000/8216337 (12.2926%)
entry 1011000/8216337 (12.3048%)
entry 1013000/8216337 (12.3291%)
entry 1016000/8216337 (12.3656%)
entry 1028000/8216337 (12.5117%)
entry 1029000/8216337 (12.5238%)
entry 1033000/8216337 (12.5725%)
entry 1037000/8216337 (12.6212%)
entry 1041000/8216337 (12.6699%)
entry 1042000/8216337 (12.6821%)
entry 1046000/8216337 (12.7307%)
entry 1050000/8216337 (12.7794%)
entry 1051000/8216337 (12.7916%)
entry 1054000/8216337 (12.8281%)
entry 1058000/8216337 (12.8768%)
entry 1065000/8216337 (12.962%)
entry 1077000/8216337 (13.108%)
entry 1082000/8216337 (13.1689%)
entry 1087000/8216337 (13.2297%)
entry 1093000/8216337 (13.3028%)
entry 1094000/8216337 (13.3149%)
entry 1095000/8216337 (13.3271%)
entry 1097000/8216337 (13.3514%)
entry 1098000/8216337 (13.3636%)
entry 1100000/8216337 (13.388%)
entry 1107000/8216337 (13.4732%)
entry 1110000/8216337 (13.5097%)
entry 1112000/8216337 (13.534%)
entry 1115000/8216337 (13.5705%)
entry 1118000/8216337 (13.607%)
entry 1123000/8216337 (13.6679%)
entry 1127000/8216337 (13.7166%)
entry 1130000/8216337 (13.7531%)
entry 1131000/8216337 (13.7653%)
entry 1134000/8216337 (13.8018%)
entry 1136000/8216337 (13.8261%)
entry 1142000/8216337 (13.8991%)
entry 1143000/8216337 (13.9113%)
entry 1147000/8216337 (13.96%)
entry 1152000/8216337 (14.0208%)
entry 1153000/8216337 (14.033%)
entry 1155000/8216337 (14.0574%)
entry 1163000/8216337 (14.1547%)
entry 1170000/8216337 (14.2399%)
entry 1173000/8216337 (14.2764%)
entry 1176000/8216337 (14.3129%)
entry 1180000/8216337 (14.3616%)
entry 1182000/8216337 (14.386%)
entry 1183000/8216337 (14.3981%)
entry 1185000/8216337 (14.4225%)
entry 1186000/8216337 (14.4347%)
entry 1199000/8216337 (14.5929%)
entry 1203000/8216337 (14.6416%)
entry 1206000/8216337 (14.6781%)
entry 1207000/8216337 (14.6902%)
entry 1209000/8216337 (14.7146%)
entry 1210000/8216337 (14.7268%)
entry 1212000/8216337 (14.7511%)
entry 1213000/8216337 (14.7633%)
entry 1214000/8216337 (14.7754%)
entry 1218000/8216337 (14.8241%)
entry 1232000/8216337 (14.9945%)
entry 1235000/8216337 (15.031%)
entry 1240000/8216337 (15.0919%)
entry 1243000/8216337 (15.1284%)
entry 1244000/8216337 (15.1406%)
entry 1251000/8216337 (15.2258%)
entry 1254000/8216337 (15.2623%)
entry 1260000/8216337 (15.3353%)
entry 1261000/8216337 (15.3475%)
entry 1269000/8216337 (15.4448%)
entry 1278000/8216337 (15.5544%)
entry 1279000/8216337 (15.5665%)
entry 1280000/8216337 (15.5787%)
entry 1291000/8216337 (15.7126%)
entry 1294000/8216337 (15.7491%)
entry 1301000/8216337 (15.8343%)
entry 1308000/8216337 (15.9195%)
entry 1311000/8216337 (15.956%)
entry 1320000/8216337 (16.0656%)
entry 1325000/8216337 (16.1264%)
entry 1329000/8216337 (16.1751%)
entry 1331000/8216337 (16.1994%)
entry 1334000/8216337 (16.2359%)
entry 1343000/8216337 (16.3455%)
entry 1344000/8216337 (16.3577%)
entry 1346000/8216337 (16.382%)
entry 1350000/8216337 (16.4307%)
entry 1353000/8216337 (16.4672%)
entry 1358000/8216337 (16.528%)
entry 1359000/8216337 (16.5402%)
entry 1368000/8216337 (16.6498%)
entry 1376000/8216337 (16.7471%)
entry 1385000/8216337 (16.8567%)
entry 1388000/8216337 (16.8932%)
entry 1389000/8216337 (16.9053%)
entry 1396000/8216337 (16.9905%)
entry 1399000/8216337 (17.0271%)
entry 1407000/8216337 (17.1244%)
entry 1413000/8216337 (17.1974%)
entry 1415000/8216337 (17.2218%)
entry 1416000/8216337 (17.234%)
entry 1420000/8216337 (17.2826%)
entry 1425000/8216337 (17.3435%)
entry 1426000/8216337 (17.3557%)
entry 1439000/8216337 (17.5139%)
entry 1445000/8216337 (17.5869%)
entry 1448000/8216337 (17.6234%)
entry 1450000/8216337 (17.6478%)
entry 1451000/8216337 (17.6599%)
entry 1463000/8216337 (17.806%)
entry 1464000/8216337 (17.8182%)
entry 1466000/8216337 (17.8425%)
entry 1472000/8216337 (17.9155%)
entry 1477000/8216337 (17.9764%)
entry 1479000/8216337 (18.0007%)
entry 1483000/8216337 (18.0494%)
entry 1493000/8216337 (18.1711%)
entry 1496000/8216337 (18.2076%)
entry 1502000/8216337 (18.2807%)
entry 1509000/8216337 (18.3658%)
entry 1512000/8216337 (18.4024%)
entry 1513000/8216337 (18.4145%)
entry 1515000/8216337 (18.4389%)
entry 1519000/8216337 (18.4876%)
entry 1520000/8216337 (18.4997%)
entry 1530000/8216337 (18.6214%)
entry 1537000/8216337 (18.7066%)
entry 1542000/8216337 (18.7675%)
entry 1543000/8216337 (18.7797%)
entry 1546000/8216337 (18.8162%)
entry 1567000/8216337 (19.0718%)
entry 1570000/8216337 (19.1083%)
entry 1575000/8216337 (19.1691%)
entry 1581000/8216337 (19.2422%)
entry 1582000/8216337 (19.2543%)
entry 1586000/8216337 (19.303%)
entry 1590000/8216337 (19.3517%)
entry 1591000/8216337 (19.3639%)
entry 1602000/8216337 (19.4977%)
entry 1606000/8216337 (19.5464%)
entry 1613000/8216337 (19.6316%)
entry 1615000/8216337 (19.656%)
entry 1617000/8216337 (19.6803%)
entry 1618000/8216337 (19.6925%)
entry 1621000/8216337 (19.729%)
entry 1623000/8216337 (19.7533%)
entry 1627000/8216337 (19.802%)
entry 1628000/8216337 (19.8142%)
entry 1629000/8216337 (19.8264%)
entry 1632000/8216337 (19.8629%)
entry 1637000/8216337 (19.9237%)
entry 1642000/8216337 (19.9846%)
entry 1644000/8216337 (20.0089%)
entry 1655000/8216337 (20.1428%)
entry 1660000/8216337 (20.2036%)
entry 1674000/8216337 (20.374%)
entry 1677000/8216337 (20.4106%)
entry 1678000/8216337 (20.4227%)
entry 1685000/8216337 (20.5079%)
entry 1687000/8216337 (20.5323%)
entry 1689000/8216337 (20.5566%)
entry 1691000/8216337 (20.5809%)
entry 1692000/8216337 (20.5931%)
entry 1694000/8216337 (20.6175%)
entry 1696000/8216337 (20.6418%)
entry 1702000/8216337 (20.7148%)
entry 1703000/8216337 (20.727%)
entry 1717000/8216337 (20.8974%)
entry 1720000/8216337 (20.9339%)
entry 1724000/8216337 (20.9826%)
entry 1731000/8216337 (21.0678%)
entry 1735000/8216337 (21.1165%)
entry 1739000/8216337 (21.1651%)
entry 1744000/8216337 (21.226%)
entry 1745000/8216337 (21.2382%)
entry 1751000/8216337 (21.3112%)
entry 1752000/8216337 (21.3234%)
entry 1755000/8216337 (21.3599%)
entry 1758000/8216337 (21.3964%)
entry 1760000/8216337 (21.4207%)
entry 1763000/8216337 (21.4573%)
entry 1764000/8216337 (21.4694%)
entry 1765000/8216337 (21.4816%)
entry 1772000/8216337 (21.5668%)
entry 1773000/8216337 (21.579%)
entry 1790000/8216337 (21.7859%)
entry 1798000/8216337 (21.8832%)
entry 1804000/8216337 (21.9563%)
entry 1816000/8216337 (22.1023%)
entry 1819000/8216337 (22.1388%)
entry 1821000/8216337 (22.1632%)
entry 1824000/8216337 (22.1997%)
entry 1828000/8216337 (22.2484%)
entry 1836000/8216337 (22.3457%)
entry 1852000/8216337 (22.5405%)
entry 1854000/8216337 (22.5648%)
entry 1855000/8216337 (22.577%)
entry 1857000/8216337 (22.6013%)
entry 1863000/8216337 (22.6743%)
entry 1867000/8216337 (22.723%)
entry 1873000/8216337 (22.796%)
entry 1875000/8216337 (22.8204%)
entry 1876000/8216337 (22.8326%)
entry 1878000/8216337 (22.8569%)
entry 1881000/8216337 (22.8934%)
entry 1885000/8216337 (22.9421%)
entry 1888000/8216337 (22.9786%)
entry 1891000/8216337 (23.0151%)
entry 1893000/8216337 (23.0395%)
entry 1896000/8216337 (23.076%)
entry 1897000/8216337 (23.0881%)
entry 1898000/8216337 (23.1003%)
entry 1900000/8216337 (23.1247%)
entry 1901000/8216337 (23.1368%)
entry 1902000/8216337 (23.149%)
entry 1905000/8216337 (23.1855%)
entry 1907000/8216337 (23.2099%)
entry 1915000/8216337 (23.3072%)
entry 1917000/8216337 (23.3316%)
entry 1923000/8216337 (23.4046%)
entry 1924000/8216337 (23.4168%)
entry 1926000/8216337 (23.4411%)
entry 1927000/8216337 (23.4533%)
entry 1929000/8216337 (23.4776%)
entry 1931000/8216337 (23.502%)
entry 1936000/8216337 (23.5628%)
entry 1942000/8216337 (23.6358%)
entry 1947000/8216337 (23.6967%)
entry 1948000/8216337 (23.7089%)
entry 1951000/8216337 (23.7454%)
entry 1953000/8216337 (23.7697%)
entry 1956000/8216337 (23.8062%)
entry 1958000/8216337 (23.8306%)
entry 1961000/8216337 (23.8671%)
entry 1964000/8216337 (23.9036%)
entry 1968000/8216337 (23.9523%)
entry 1978000/8216337 (24.074%)
entry 1979000/8216337 (24.0862%)
entry 1984000/8216337 (24.147%)
entry 1989000/8216337 (24.2079%)
entry 1991000/8216337 (24.2322%)
entry 2006000/8216337 (24.4148%)
entry 2009000/8216337 (24.4513%)
entry 2014000/8216337 (24.5121%)
entry 2027000/8216337 (24.6704%)
entry 2030000/8216337 (24.7069%)
entry 2034000/8216337 (24.7556%)
entry 2053000/8216337 (24.9868%)
entry 2054000/8216337 (24.999%)
entry 2056000/8216337 (25.0233%)
entry 2075000/8216337 (25.2546%)
entry 2076000/8216337 (25.2667%)
entry 2082000/8216337 (25.3398%)
entry 2086000/8216337 (25.3884%)
entry 2101000/8216337 (25.571%)
entry 2102000/8216337 (25.5832%)
entry 2104000/8216337 (25.6075%)
entry 2109000/8216337 (25.6684%)
entry 2112000/8216337 (25.7049%)
entry 2113000/8216337 (25.7171%)
entry 2119000/8216337 (25.7901%)
entry 2120000/8216337 (25.8023%)
entry 2121000/8216337 (25.8144%)
entry 2124000/8216337 (25.8509%)
entry 2129000/8216337 (25.9118%)
entry 2132000/8216337 (25.9483%)
entry 2134000/8216337 (25.9726%)
entry 2136000/8216337 (25.997%)
entry 2138000/8216337 (26.0213%)
entry 2140000/8216337 (26.0457%)
entry 2149000/8216337 (26.1552%)
entry 2152000/8216337 (26.1917%)
entry 2156000/8216337 (26.2404%)
entry 2157000/8216337 (26.2526%)
entry 2160000/8216337 (26.2891%)
entry 2163000/8216337 (26.3256%)
entry 2166000/8216337 (26.3621%)
entry 2171000/8216337 (26.423%)
entry 2174000/8216337 (26.4595%)
entry 2178000/8216337 (26.5082%)
entry 2179000/8216337 (26.5203%)
entry 2185000/8216337 (26.5934%)
entry 2187000/8216337 (26.6177%)
entry 2196000/8216337 (26.7272%)
entry 2197000/8216337 (26.7394%)
entry 2201000/8216337 (26.7881%)
entry 2205000/8216337 (26.8368%)
entry 2206000/8216337 (26.8489%)
entry 2207000/8216337 (26.8611%)
entry 2209000/8216337 (26.8855%)
entry 2210000/8216337 (26.8976%)
entry 2211000/8216337 (26.9098%)
entry 2212000/8216337 (26.922%)
entry 2216000/8216337 (26.9707%)
entry 2217000/8216337 (26.9828%)
entry 2224000/8216337 (27.068%)
entry 2229000/8216337 (27.1289%)
entry 2232000/8216337 (27.1654%)
entry 2233000/8216337 (27.1776%)
entry 2240000/8216337 (27.2628%)
entry 2244000/8216337 (27.3114%)
entry 2245000/8216337 (27.3236%)
entry 2248000/8216337 (27.3601%)
entry 2255000/8216337 (27.4453%)
entry 2256000/8216337 (27.4575%)
entry 2261000/8216337 (27.5183%)
entry 2266000/8216337 (27.5792%)
entry 2271000/8216337 (27.6401%)
entry 2274000/8216337 (27.6766%)
entry 2278000/8216337 (27.7252%)
entry 2279000/8216337 (27.7374%)
entry 2281000/8216337 (27.7618%)
entry 2282000/8216337 (27.7739%)
entry 2292000/8216337 (27.8956%)
entry 2294000/8216337 (27.92%)
entry 2303000/8216337 (28.0295%)
entry 2304000/8216337 (28.0417%)
entry 2306000/8216337 (28.066%)
entry 2308000/8216337 (28.0904%)
entry 2311000/8216337 (28.1269%)
entry 2317000/8216337 (28.1999%)
entry 2320000/8216337 (28.2364%)
entry 2328000/8216337 (28.3338%)
entry 2335000/8216337 (28.419%)
entry 2341000/8216337 (28.492%)
entry 2343000/8216337 (28.5164%)
entry 2344000/8216337 (28.5285%)
entry 2348000/8216337 (28.5772%)
entry 2350000/8216337 (28.6016%)
entry 2352000/8216337 (28.6259%)
entry 2361000/8216337 (28.7354%)
entry 2362000/8216337 (28.7476%)
entry 2371000/8216337 (28.8571%)
entry 2380000/8216337 (28.9667%)
entry 2381000/8216337 (28.9789%)
entry 2388000/8216337 (29.064%)
entry 2390000/8216337 (29.0884%)
entry 2391000/8216337 (29.1006%)
entry 2408000/8216337 (29.3075%)
entry 2416000/8216337 (29.4048%)
entry 2419000/8216337 (29.4413%)
entry 2421000/8216337 (29.4657%)
entry 2425000/8216337 (29.5144%)
entry 2426000/8216337 (29.5265%)
entry 2429000/8216337 (29.5631%)
entry 2431000/8216337 (29.5874%)
entry 2439000/8216337 (29.6848%)
entry 2455000/8216337 (29.8795%)
entry 2462000/8216337 (29.9647%)
entry 2476000/8216337 (30.1351%)
entry 2478000/8216337 (30.1594%)
entry 2483000/8216337 (30.2203%)
entry 2484000/8216337 (30.2325%)
entry 2485000/8216337 (30.2446%)
entry 2495000/8216337 (30.3663%)
entry 2498000/8216337 (30.4028%)
entry 2502000/8216337 (30.4515%)
entry 2515000/8216337 (30.6097%)
entry 2518000/8216337 (30.6463%)
entry 2519000/8216337 (30.6584%)
entry 2522000/8216337 (30.6949%)
entry 2523000/8216337 (30.7071%)
entry 2524000/8216337 (30.7193%)
entry 2526000/8216337 (30.7436%)
entry 2534000/8216337 (30.841%)
entry 2538000/8216337 (30.8897%)
entry 2539000/8216337 (30.9018%)
entry 2540000/8216337 (30.914%)
entry 2545000/8216337 (30.9749%)
entry 2547000/8216337 (30.9992%)
entry 2549000/8216337 (31.0236%)
entry 2556000/8216337 (31.1088%)
entry 2561000/8216337 (31.1696%)
entry 2570000/8216337 (31.2791%)
entry 2571000/8216337 (31.2913%)
entry 2578000/8216337 (31.3765%)
entry 2579000/8216337 (31.3887%)
entry 2582000/8216337 (31.4252%)
entry 2584000/8216337 (31.4495%)
entry 2587000/8216337 (31.486%)
entry 2588000/8216337 (31.4982%)
entry 2593000/8216337 (31.5591%)
entry 2595000/8216337 (31.5834%)
entry 2602000/8216337 (31.6686%)
entry 2604000/8216337 (31.693%)
entry 2605000/8216337 (31.7051%)
entry 2607000/8216337 (31.7295%)
entry 2610000/8216337 (31.766%)
entry 2614000/8216337 (31.8147%)
entry 2617000/8216337 (31.8512%)
entry 2620000/8216337 (31.8877%)
entry 2623000/8216337 (31.9242%)
entry 2628000/8216337 (31.9851%)
entry 2630000/8216337 (32.0094%)
entry 2635000/8216337 (32.0703%)
entry 2639000/8216337 (32.1189%)
entry 2640000/8216337 (32.1311%)
entry 2646000/8216337 (32.2041%)
entry 2649000/8216337 (32.2406%)
entry 2650000/8216337 (32.2528%)
entry 2651000/8216337 (32.265%)
entry 2652000/8216337 (32.2772%)
entry 2661000/8216337 (32.3867%)
entry 2663000/8216337 (32.411%)
entry 2664000/8216337 (32.4232%)
entry 2666000/8216337 (32.4475%)
entry 2676000/8216337 (32.5693%)
entry 2683000/8216337 (32.6545%)
